НАИМЕНОВАНИЕ;АРТИКУЛ;ИМЯ_БРЕНДА;СТРАНА_БРЕНДА;РАЗДЕЛ;КАТЕГОРИЯ;ЦЕНА;ИЗОБРАЖЕНИЕ;КОЛЛЕКЦИЯ;ОПИСАНИЕ;ХАРАКТЕРИСТИКИ
Потолочная люстра Favourite Babylon 2515-9U;2515-9U;Favourite;Германия;Люстры;Потолочные;22900;https://www.vamsvet.ru/upload/iblock/6bc/vamsvet-potolochnaya-lyustra-favourite-babylon-2515-9u.jpeg|https://www.vamsvet.ru/upload/iblock/705/potolochnaya-lyustra-favourite-babylon-2515-9u-1.jpeg|https://www.vamsvet.ru/upload/iblock/692/potolochnaya-lyustra-favourite-babylon-2515-9u-2.jpeg|https://www.vamsvet.ru/upload/iblock/326/potolochnaya-lyustra-favourite-babylon-2515-9u-3.jpeg|https://www.vamsvet.ru/upload/iblock/a9e/potolochnaya-lyustra-favourite-babylon-2515-9u-4.jpeg|https://www.vamsvet.ru/upload/iblock/6bc/vamsvet-potolochnaya-lyustra-favourite-babylon-2515-9u.jpeg|https://www.vamsvet.ru/upload/iblock/705/potolochnaya-lyustra-favourite-babylon-2515-9u-1.jpeg|https://www.vamsvet.ru/upload/iblock/692/potolochnaya-lyustra-favourite-babylon-2515-9u-2.jpeg|https://www.vamsvet.ru/upload/iblock/326/potolochnaya-lyustra-favourite-babylon-2515-9u-3.jpeg|https://www.vamsvet.ru/upload/iblock/a9e/potolochnaya-lyustra-favourite-babylon-2515-9u-4.jpeg;Babylon;Превосходная модель 2515-9U от немецкой компании Favourite относится к коллекции Babylon и отлично подойдет для установки на потолок в гостиной, оформленной в скандинавском стиле. Потолочная люстра Favourite Babylon 2515-9U с круглыми плафонами осветит помещение площадью 20 кв. м. Производитель Favourite рекомендует использовать для устройства галогеновые лампы с цоколем G9 и мощностью 40 W. Прибор произведен с использованием материалов: стекло и металл и может использоваться для натяжного потолка. Основным цветом товара является белый и золотой. Потолочная люстра   2515-9U продается по цене 22900 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:2515-9U||Бренд:Favourite||Страна бренда:Германия||Коллекция:Babylon||Стиль:Скандинавский||Высота, мм:450||Диаметр, мм:660||Тип цоколя:G9||Тип лампочки (основной):Галогеновая||Количество ламп:9||Мощность лампы, W:40||Общая мощность, W:360||Площадь освещения, м2:20||Напряжение, V:220-240||Виды материалов:Стеклянные||Материал арматуры:Металл||Материал плафонов:Стекло||Направление плафонов:В стороны||Вид рассеивателя:Плафон||Форма рассеивателя:Круглый||Цвет:Белый||Цвет арматуры:Золотой||Цвет плафонов:Белый||Степень защиты:IP20||Интерьер:Для гостиной||Место установки:На потолок||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Гарантия производителя:3 года||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Потолочные"
Потолочная люстра Favourite Laciness 2611-6P;2611-6P;Favourite;Германия;Люстры;Потолочные;22400;https://www.vamsvet.ru/upload/iblock/e3b/vamsvet-potolochnaya-lyustra-favourite-laciness-2611-6p.jpeg|https://www.vamsvet.ru/upload/iblock/878/potolochnaya-lyustra-favourite-laciness-2611-6p-1.jpeg|https://www.vamsvet.ru/upload/iblock/8c5/potolochnaya-lyustra-favourite-laciness-2611-6p-2.jpeg|https://www.vamsvet.ru/upload/iblock/ee9/potolochnaya-lyustra-favourite-laciness-2611-6p-3.jpeg|https://www.vamsvet.ru/upload/iblock/1c4/potolochnaya-lyustra-favourite-laciness-2611-6p-4.jpeg|https://www.vamsvet.ru/upload/iblock/e3b/vamsvet-potolochnaya-lyustra-favourite-laciness-2611-6p.jpeg|https://www.vamsvet.ru/upload/iblock/878/potolochnaya-lyustra-favourite-laciness-2611-6p-1.jpeg|https://www.vamsvet.ru/upload/iblock/8c5/potolochnaya-lyustra-favourite-laciness-2611-6p-2.jpeg|https://www.vamsvet.ru/upload/iblock/ee9/potolochnaya-lyustra-favourite-laciness-2611-6p-3.jpeg|https://www.vamsvet.ru/upload/iblock/1c4/potolochnaya-lyustra-favourite-laciness-2611-6p-4.jpeg;Laciness;Феноменальная модель 2611-6P от немецкой компании Favourite относится к коллекции Laciness и отлично подойдет для установки на низкий потолок спальни, оформленной в современном стиле. Потолочная люстра Favourite Laciness 2611-6P с цилиндрическими плафонами осветит помещение площадью 16 кв. м. Производитель Favourite рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 40 W. Прибор произведен с использованием материалов: текстиль, металл и ткань и может использоваться для натяжного потолка. Основным цветом товара является белый и хромовый. Потолочная люстра   2611-6P продается по цене 22400 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:2611-6P||Бренд:Favourite||Страна бренда:Германия||Коллекция:Laciness||Стиль:Современный||Высота, мм:340||Диаметр, мм:650||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:6||Мощность лампы, W:40||Общая мощность, W:240||Напряжение, V:220-240||Виды материалов:Текстильные||Материал арматуры:Металл||Материал плафонов:Ткань||Направление плафонов:Вниз||Вид рассеивателя:Абажур||Форма рассеивателя:Цилиндр||Цвет:Белый||Цвет арматуры:Хром||Цвет плафонов:Белый||Степень защиты:IP20||Интерьер:Для спальни||Место установки:На потолок||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Подходит для низких потолков:Да||Гарантия производителя:3 года||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Потолочные"
Потолочная люстра Favourite Megapolis 1309-7U;1309-7U;Favourite;Германия;Люстры;Потолочные;26800;https://www.vamsvet.ru/upload/iblock/181/vamsvet-potolochnaya-lyustra-favourite-megapolis-1309-7u.jpeg;Megapolis;Дивная модель 1309-7U от немецкой компании Favourite относится к коллекции Megapolis и отлично подойдет для установки на низкий потолок в гостиной, оформленной в дизайнерском стиле. Потолочная люстра Favourite Megapolis 1309-7U с декоративными плафонами осветит помещение площадью 15.6 кв. м. Производитель Favourite рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 40 W. Прибор произведен с использованием материалов: стекло и металл и может использоваться для натяжного потолка. Основным цветом товара является хромовый и белый. Потолочная люстра   1309-7U продается по цене 26800 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:1309-7U||Бренд:Favourite||Страна бренда:Германия||Коллекция:Megapolis||Стиль:Дизайнерский||Высота, мм:350||Диаметр, мм:470||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:7||Мощность лампы, W:40||Общая мощность, W:280||Площадь освещения, м2:15.6||Напряжение, V:220-240||Виды материалов:Стеклянные||Материал арматуры:Металл||Материал плафонов:Стекло||Направление плафонов:Вниз||Вид рассеивателя:Декоративный||Форма рассеивателя:Декоративный||Цвет арматуры:Хром||Цвет плафонов:Белый||Степень защиты:IP20||Интерьер:Для гостиной||Место установки:На потолок||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Подходит для низких потолков:Да||Пульт ДУ:Нет||Гарантия производителя:3 года||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Потолочные"
Потолочная люстра Eurosvet 22010/6+2 античная бронза;22010/6+2 античная бронза;Eurosvet;Россия;Люстры;Потолочные;13900;https://www.vamsvet.ru/upload/iblock/3e8/vamsvet-potolochnaya-lyustra-eurosvet-22010-6-2-antichnaya-bronza.jpeg|https://www.vamsvet.ru/upload/iblock/28c/potolochnaya-lyustra-eurosvet-22010-6-2-antichnaya-bronza-1.jpeg|https://www.vamsvet.ru/upload/iblock/6ad/potolochnaya-lyustra-eurosvet-22010-6-2-antichnaya-bronza-2.jpeg|https://www.vamsvet.ru/upload/iblock/76c/potolochnaya-lyustra-eurosvet-22010-6-2-antichnaya-bronza-3.jpeg|https://www.vamsvet.ru/upload/iblock/c1a/c21b3336-32db-11e1-af54-e0cb4ef9aa704.jpeg|https://www.vamsvet.ru/upload/iblock/3e8/vamsvet-potolochnaya-lyustra-eurosvet-22010-6-2-antichnaya-bronza.jpeg|https://www.vamsvet.ru/upload/iblock/28c/potolochnaya-lyustra-eurosvet-22010-6-2-antichnaya-bronza-1.jpeg|https://www.vamsvet.ru/upload/iblock/6ad/potolochnaya-lyustra-eurosvet-22010-6-2-antichnaya-bronza-2.jpeg|https://www.vamsvet.ru/upload/iblock/76c/potolochnaya-lyustra-eurosvet-22010-6-2-antichnaya-bronza-3.jpeg|https://www.vamsvet.ru/upload/iblock/c1a/c21b3336-32db-11e1-af54-e0cb4ef9aa704.jpeg;22010;Уникальная модель 22010/6+2 античная бронза от российской компании Eurosvet относится к коллекции 22010 и отлично подойдет для установки на низкий потолок в гостиной, оформленной в стиле модерн. Потолочная люстра Eurosvet 22010/6+2 античная бронза с овальными плафонами осветит помещение площадью 32 кв. м. Производитель Eurosvet рекомендует использовать для устройства лампы накаливания с цоколем E27 и мощностью 60 W. Прибор произведен с использованием материалов: стекло и металл и может использоваться для натяжного потолка. Основным цветом товара является белый и бронзовый. Потолочная люстра  22010/6+2 античная бронза продается по цене 13900 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:22010/6+2 античная бронза||Бренд:Eurosvet||Страна бренда:Россия||Страна производства:Китай||Коллекция:22010||Стиль:Модерн||Высота, мм:350||Диаметр, мм:750||Тип цоколя:E27||Тип лампочки (основной):Накаливания||Количество ламп:8||Мощность лампы, W:60||Общая мощность, W:480||Напряжение, V:220-240||Виды материалов:Стеклянные||Материал арматуры:Металл||Материал плафонов:Стекло||Направление плафонов:Вниз||Вид рассеивателя:Плафон||Форма рассеивателя:Овал||Цвет:Белый||Цвет арматуры:Бронза||Цвет плафонов:Белый||Степень защиты:IP20||Интерьер:Для гостиной||Место установки:На потолок||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Подходит для низких потолков:Да||Пульт ДУ:Нет||Тип подвеса:Штанга||Срок службы:6 лет||Гарантия производителя:12 месяцев||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Потолочные"
Потолочная люстра Lightstar Simple Light 811 811034;811034;Lightstar;Италия;Люстры;Потолочные;14265;https://www.vamsvet.ru/upload/iblock/c44/vamsvet-potolochnaya-lyustra-lightstar-simple-light-811-811034.jpeg|https://www.vamsvet.ru/upload/iblock/d54/potolochnaya-lyustra-lightstar-simple-light-811-811034-1.jpeg|https://www.vamsvet.ru/upload/iblock/1df/potolochnaya-lyustra-lightstar-simple-light-811-811034-2.jpeg|https://www.vamsvet.ru/upload/iblock/c44/vamsvet-potolochnaya-lyustra-lightstar-simple-light-811-811034.jpeg|https://www.vamsvet.ru/upload/iblock/d54/potolochnaya-lyustra-lightstar-simple-light-811-811034-1.jpeg|https://www.vamsvet.ru/upload/iblock/1df/potolochnaya-lyustra-lightstar-simple-light-811-811034-2.jpeg;Pittore;Необыкновенная модель 811034 от итальянской компании Lightstar относится к коллекции Pittore и отлично подойдет для установки на низкий потолок кухни, оформленной в классическом стиле. Потолочная люстра Lightstar Simple Light 811 811034 с цилиндрическими плафонами осветит помещение площадью 6.7 кв. м. Производитель Lightstar рекомендует использовать для устройства лампы накаливания с цоколем E27 и мощностью 40 W. Прибор произведен с использованием материалов: стекло и металл и может использоваться для натяжного потолка. Основным цветом товара является серебряный и хромовый. Потолочная люстра  Simple Light 811 811034 продается по цене 14265 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:811034||Бренд:Lightstar||Страна бренда:Италия||Страна производства:Китай||Коллекция:Pittore||Стиль:Классика||Ширина, мм:460||Высота, мм:290||Диаметр, мм:460||Высота встраиваемой части, мм:25||Диаметр врезного отверстия, мм:120||Тип цоколя:E27||Тип лампочки (основной):Накаливания||Количество ламп:3||Мощность лампы, W:40||Общая мощность, W:120||Площадь освещения, м2:6.7||Напряжение, V:220-240||Виды материалов:Стеклянные||Материал арматуры:Металл||Материал плафонов:Стекло||Направление плафонов:Вниз||Вид рассеивателя:Плафон||Форма рассеивателя:Цилиндр||Цвет:Серебро||Цвет арматуры:Хром||Цвет плафонов:Серебро||Степень защиты:IP20||Интерьер:Для кухни||Место установки:На потолок||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Подходит для низких потолков:Да||Пульт ДУ:Нет||Гарантия производителя:12 месяцев||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Потолочные"
Потолочная люстра Lumion Liam 3790/6C;3790/6C;Lumion;Италия;Люстры;Люстры на штанге;16500;https://www.vamsvet.ru/upload/iblock/332/vamsvet-potolochnaya-lyustra-lumion-liam-3790-6c.jpeg|https://www.vamsvet.ru/upload/iblock/998/potolochnaya-lyustra-lumion-liam-3790-6c-1.jpeg|https://www.vamsvet.ru/upload/iblock/aad/potolochnaya-lyustra-lumion-liam-3790-6c-2.jpeg|https://www.vamsvet.ru/upload/iblock/21c/potolochnaya-lyustra-lumion-liam-3790-6c-3.jpeg|https://www.vamsvet.ru/upload/iblock/258/6ccefd75-5a19-11e9-80ca-002590ec3f3a5.jpeg|https://www.vamsvet.ru/upload/iblock/332/vamsvet-potolochnaya-lyustra-lumion-liam-3790-6c.jpeg|https://www.vamsvet.ru/upload/iblock/998/potolochnaya-lyustra-lumion-liam-3790-6c-1.jpeg|https://www.vamsvet.ru/upload/iblock/aad/potolochnaya-lyustra-lumion-liam-3790-6c-2.jpeg|https://www.vamsvet.ru/upload/iblock/21c/potolochnaya-lyustra-lumion-liam-3790-6c-3.jpeg|https://www.vamsvet.ru/upload/iblock/258/6ccefd75-5a19-11e9-80ca-002590ec3f3a5.jpeg;Lofti;Неподражаемая модель 3790/6C от итальянской компании Lumion относится к коллекции Lofti и отлично подойдет для установки на низкий потолок в гостиной, оформленной в дизайнерском стиле. Потолочная люстра Lumion Liam 3790/6C с конусными плафонами осветит помещение площадью 13.3 кв. м. Производитель Lumion рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 40 W. Прибор произведен с использованием материала: металл и может использоваться для натяжного потолка. Основным цветом товара является черный. Потолочная люстра  Liam 3790/6C продается по цене 16500 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:3790/6C||Бренд:Lumion||Страна бренда:Италия||Коллекция:Lofti||Серия:Liam||Стиль:Дизайнерский||Высота, мм:275||Диаметр, мм:780||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:6||Мощность лампы, W:40||Общая мощность, W:240||Площадь освещения, м2:13.3||Напряжение, V:220-240||Виды материалов:Металлические||Материал арматуры:Металл||Материал плафонов:Металл||Направление плафонов:Поворотное||Вид рассеивателя:Плафон||Форма рассеивателя:Конусный||Цвет:Черный||Цвет арматуры:Черный||Цвет плафонов:Черный||Цвет декора:Золотой||Степень защиты:IP20||Интерьер:Для гостиной||Место установки:На потолок||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Подходит для низких потолков:Да||Тип подвеса:Штанга||Гарантия производителя:2,5 года||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Люстры на штанге"
Потолочная люстра Lumion Alana 4517/8C;4517/8C;Lumion;Италия;Люстры;Потолочные;12900;https://www.vamsvet.ru/upload/iblock/932/vamsvet-potolochnaya-lyustra-lumion-alana-4517-8c.jpeg|https://www.vamsvet.ru/upload/iblock/ce0/potolochnaya-lyustra-lumion-alana-4517-8c-1.jpeg|https://www.vamsvet.ru/upload/iblock/375/potolochnaya-lyustra-lumion-alana-4517-8c-2.jpeg|https://www.vamsvet.ru/upload/iblock/cad/potolochnaya-lyustra-lumion-alana-4517-8c-3.jpeg|https://www.vamsvet.ru/upload/iblock/932/vamsvet-potolochnaya-lyustra-lumion-alana-4517-8c.jpeg|https://www.vamsvet.ru/upload/iblock/ce0/potolochnaya-lyustra-lumion-alana-4517-8c-1.jpeg|https://www.vamsvet.ru/upload/iblock/375/potolochnaya-lyustra-lumion-alana-4517-8c-2.jpeg|https://www.vamsvet.ru/upload/iblock/cad/potolochnaya-lyustra-lumion-alana-4517-8c-3.jpeg;Moderni;Потрясающая модель 4517/8C от итальянской компании Lumion относится к коллекции Moderni и отлично подойдет для установки на низкий потолок в гостиной, оформленной в скандинавском стиле. Потолочная люстра Lumion Alana 4517/8C с плафонами в виде шаров осветит помещение площадью 17.8 кв. м. Производитель Lumion рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 40 W. Прибор произведен с использованием материалов: стекло и металл и может использоваться для натяжного потолка. Основным цветом товара является белый, хромовый и прозрачный. Потолочная люстра  Alana 4517/8C продается по цене 12900 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:4517/8C||Бренд:Lumion||Страна бренда:Италия||Коллекция:Moderni||Серия:Alana||Стиль:Скандинавский||Ширина, мм:460||Высота, мм:240||Длина, мм:1110||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:8||Мощность лампы, W:40||Общая мощность, W:320||Площадь освещения, м2:17.8||Напряжение, V:220-240||Виды материалов:Стеклянные||Материал арматуры:Металл||Материал плафонов:Стекло||Направление плафонов:В стороны||Вид рассеивателя:Декоративный||Форма рассеивателя:Шар||Цвет:Белый||Цвет арматуры:Хром||Цвет плафонов:Прозрачный||Степень защиты:IP20||Интерьер:Для гостиной||Место установки:На потолок||Тип крепления:На планку||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Подходит для низких потолков:Да||Гарантия производителя:2,5 года||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Потолочные"
Потолочная люстра Freya Alice FR5021CL-06BZ;FR5021CL-06BZ;Freya;Германия;Люстры;Потолочные;11150;https://www.vamsvet.ru/upload/iblock/4ec/vamsvet-potolochnaya-lyustra-freya-alice-fr5021cl-06bz.jpeg|https://www.vamsvet.ru/upload/iblock/40d/potolochnaya-lyustra-freya-alice-fr5021cl-06bz-1.jpeg|https://www.vamsvet.ru/upload/iblock/4ec/vamsvet-potolochnaya-lyustra-freya-alice-fr5021cl-06bz.jpeg|https://www.vamsvet.ru/upload/iblock/40d/potolochnaya-lyustra-freya-alice-fr5021cl-06bz-1.jpeg;Alice;Исключительная модель FR5021CL-06BZ от немецкой компании Freya относится к коллекции Alice и отлично подойдет для установки на низкий потолок спальни, оформленной в современном стиле. Потолочная люстра Freya Alice FR5021CL-06BZ с овальными плафонами осветит помещение площадью 13.3 кв. м. Производитель Freya рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 40 W. Прибор произведен с использованием материалов: стекло и металл и может использоваться для натяжного потолка. Основным цветом товара является белый и бронзовый. Потолочная люстра   FR5021CL-06BZ продается по цене 11150 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:FR5021CL-06BZ||Бренд:Freya||Страна бренда:Германия||Коллекция:Alice||Стиль:Современный||Высота, мм:165||Диаметр, мм:770||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:6||Мощность лампы, W:40||Общая мощность, W:240||Площадь освещения, м2:13.3||Напряжение, V:220-240||Виды материалов:Стеклянные||Материал арматуры:Металл||Материал плафонов:Стекло||Направление плафонов:В стороны||Вид рассеивателя:Плафон||Форма рассеивателя:Овал||Цвет:Белый||Цвет арматуры:Бронза||Цвет плафонов:Белый||Степень защиты:IP20||Интерьер:Для спальни||Место установки:На потолок||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Подходит для низких потолков:Да||Гарантия производителя:12 месяцев||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Потолочные"
Потолочная люстра Freya Isabella FR5095CL-06G;FR5095CL-06G;Freya;Германия;Люстры;Потолочные;9890;https://www.vamsvet.ru/upload/iblock/2de/vamsvet-potolochnaya-lyustra-freya-isabella-fr5095cl-06g.jpeg|https://www.vamsvet.ru/upload/iblock/a94/potolochnaya-lyustra-freya-isabella-fr5095cl-06g-1.jpeg|https://www.vamsvet.ru/upload/iblock/2de/vamsvet-potolochnaya-lyustra-freya-isabella-fr5095cl-06g.jpeg|https://www.vamsvet.ru/upload/iblock/a94/potolochnaya-lyustra-freya-isabella-fr5095cl-06g-1.jpeg;Isabella;Неподражаемая модель FR5095CL-06G от немецкой компании Freya относится к коллекции Isabella и отлично подойдет для установки на потолок спальни, оформленной в современном стиле. Потолочная люстра Freya Isabella FR5095CL-06G с прямоугольными плафонами осветит помещение площадью 13.3 кв. м. Производитель Freya рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 40 W. Прибор произведен с использованием материалов: стекло и металл и может использоваться для натяжного потолка. Основным цветом товара является янтарный и золотой. Потолочная люстра   FR5095CL-06G продается по цене 9890 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:FR5095CL-06G||Бренд:Freya||Страна бренда:Германия||Коллекция:Isabella||Стиль:Современный||Ширина, мм:630||Высота, мм:250||Длина, мм:670||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:6||Мощность лампы, W:40||Общая мощность, W:240||Площадь освещения, м2:13.3||Напряжение, V:220-240||Виды материалов:Стеклянные||Материал арматуры:Металл||Материал плафонов:Стекло||Направление плафонов:Вниз||Вид рассеивателя:Плафон||Форма рассеивателя:Прямоугольный||Цвет:Янтарный||Цвет арматуры:Золотой||Цвет плафонов:Янтарный||Тип поверхности:Матовая||Степень защиты:IP20||Интерьер:Для спальни||Место установки:На потолок||Тип крепления:На планку||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Гарантия производителя:12 месяцев||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Потолочные"
Потолочная люстра Freya Paolina FR5011CL-03B;FR5011CL-03B;Freya;Германия;Люстры;Потолочные;7890;https://www.vamsvet.ru/upload/iblock/572/vamsvet-potolochnaya-lyustra-freya-paolina-fr5011cl-03b.jpeg|https://www.vamsvet.ru/upload/iblock/de7/potolochnaya-lyustra-freya-paolina-fr5011cl-03b-1.jpeg|https://www.vamsvet.ru/upload/iblock/572/vamsvet-potolochnaya-lyustra-freya-paolina-fr5011cl-03b.jpeg|https://www.vamsvet.ru/upload/iblock/de7/potolochnaya-lyustra-freya-paolina-fr5011cl-03b-1.jpeg;Paolina;Неподражаемая модель FR5011CL-03B от немецкой компании Freya относится к коллекции Paolina и отлично подойдет для установки на низкий потолок офиса, оформленном в современном стиле. Потолочная люстра Freya Paolina FR5011CL-03B с круглыми плафонами осветит помещение площадью 6.7 кв. м. Производитель Freya рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 40 W. Прибор произведен с использованием материалов: стекло и металл и может использоваться для натяжного потолка. Основным цветом товара является белый и черный. Потолочная люстра   FR5011CL-03B продается по цене 7890 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:FR5011CL-03B||Бренд:Freya||Страна бренда:Германия||Коллекция:Paolina||Стиль:Современный||Высота, мм:270||Диаметр, мм:540||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:3||Мощность лампы, W:40||Общая мощность, W:120||Площадь освещения, м2:6.7||Напряжение, V:220-240||Виды материалов:Стеклянные||Материал арматуры:Металл||Материал плафонов:Стекло||Направление плафонов:Вниз||Вид рассеивателя:Плафон||Форма рассеивателя:Круглый||Цвет:Белый||Цвет арматуры:Черный||Цвет плафонов:Белый||Цвет декора:Золотой||Степень защиты:IP20||Интерьер:Для офиса||Место установки:На потолок||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Подходит для низких потолков:Да||Гарантия производителя:12 месяцев||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Потолочные"
Потолочная люстра Freya Richard FR5596CL-03CH;FR5596CL-03CH;Freya;Германия;Люстры;Потолочные;6990;https://www.vamsvet.ru/upload/iblock/a1c/vamsvet-potolochnaya-lyustra-freya-richard-fr5596cl-03ch.jpeg|https://www.vamsvet.ru/upload/iblock/1c3/potolochnaya-lyustra-freya-richard-fr5596cl-03ch-1.jpeg|https://www.vamsvet.ru/upload/iblock/477/potolochnaya-lyustra-freya-richard-fr5596cl-03ch-2.jpeg|https://www.vamsvet.ru/upload/iblock/a1c/vamsvet-potolochnaya-lyustra-freya-richard-fr5596cl-03ch.jpeg|https://www.vamsvet.ru/upload/iblock/1c3/potolochnaya-lyustra-freya-richard-fr5596cl-03ch-1.jpeg|https://www.vamsvet.ru/upload/iblock/477/potolochnaya-lyustra-freya-richard-fr5596cl-03ch-2.jpeg;Richard;Неповторимая модель FR5596CL-03CH от немецкой компании Freya относится к коллекции Richard и отлично подойдет для установки на низкий потолок кухни, оформленной в стиле лофт. Потолочная люстра Freya Richard FR5596CL-03CH с круглыми плафонами осветит помещение площадью 10 кв. м. Производитель Freya рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 60 W. Прибор произведен с использованием материалов: стекло и металл и может использоваться для натяжного потолка. Основным цветом товара является хромовый и прозрачный. Потолочная люстра   FR5596CL-03CH продается по цене 6990 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:FR5596CL-03CH||Бренд:Freya||Страна бренда:Германия||Коллекция:Richard||Стиль:Лофт||Высота, мм:165||Диаметр, мм:390||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:3||Мощность лампы, W:60||Общая мощность, W:180||Площадь освещения, м2:10||Напряжение, V:220-240||Виды материалов:Стеклянные||Материал арматуры:Металл||Материал плафонов:Стекло||Направление плафонов:Вниз||Вид рассеивателя:Плафон||Форма рассеивателя:Круглый||Цвет:Хром||Цвет арматуры:Хром||Цвет плафонов:Прозрачный||Степень защиты:IP20||Интерьер:Для кухни||Место установки:На потолок||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Подходит для низких потолков:Да||Пульт ДУ:Нет||Гарантия производителя:12 месяцев||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Потолочные"
